Symbol,Name,Sector,Industry,Price,Market Cap ($M),Volume,Avg Volume,Vol Ratio,Target Price,Upside %
UXIN,Uxin Limited,Consumer Cyclical,Auto - Dealerships,3.54,729.4,766754,158299,4.84,4.5,27.12
